73352869224 73352869224
1073348386862 73348386862
2073344134676 73344134676
3073340111188 73340111188
4073336314985 73336314985
5073332744719 73332744719
6073329399105 73329399105
7073326276929 73326276929
8073323377043 73323377043
9073320698372 73320698372
10073318239906 73318239906
11073316000709 73316000709
12073313979916 73313979916
13073312176733 73312176733
14073310590440 73310590440
15073309220389 73309220389
16073308066004 73308066004
17073307126788 73307126788
18073306402311 73306402311
19073305892221 73305892221
20073305596240 73305596240
21073305514165 73305514165
22073305645867 73305645867
23073305991289 73305991289
24073306550452 73306550452
25073307323451 73307323451
26073308310451 73308310451
27073309511696 73309511696
28073310927501 73310927501
29073312558254 73312558254
30073314404418 73314404418
31073316466525 73316466525
32073318745182 73318745182
33073321241068 73321241068
34073323954928 73323954928
35073326887584 73326887584
36073330039921 73330039921
37073333412896 73333412896
38073337007532 73337007532
39073340824921 73340824921
40073344866217 73344866217
41073349132643 73349132643
42073353625481 73353625481
43073358346077 73358346077
44073363295839 73363295839
45073368476231 73368476231
46073373888777 73373888777
47073379535055 73379535055
48074405649765 74405649765
49074397307750 74397307750
50074389422536 74389422536
51074381995093 74381995093
52074375026314 74375026314
53074368517002 74368517002
54074362467887 74362467887
55074356879619 74356879619
56074351752773 74351752773
57074347087858 74347087858
58074342885307 74342885307
59074339145489 74339145489
60074335868709 74335868709
61074333055207 74333055207
62074330705162 74330705162
63074328818696 74328818696
64074327395869 74327395869
65074326436688 74326436688
66074325941103 74325941103
67074325909006 74325909006
68074326340243 74326340243
69074327234598 74327234598
70074328591806 74328591806
71074330411548 74330411548
72074332693451 74332693451
73074335437088 74335437088
74074338641978 74338641978
75074342307585 74342307585
76074346433315 74346433315
77074351018518 74351018518
78074356062485 74356062485
79074361564445 74361564445
80074367523569 74367523569
81074373938960 74373938960
82074380809658 74380809658
83074388134635 74388134635
84074395912794 74395912794
85074404142965 74404142965
86074412823908 74412823908
87074421954305 74421954305
88073346737337 73346737337
89073341650594 73341650594
90073336796950 73336796950
91073332174776 73332174776
92073327782502 73327782502
93073323618626 73323618626
94073319681706 73319681706
95073315970366 73315970366
96073312483299 73312483299
97073309219263 73309219263
98073306177087 73306177087
99073303355670 73303355670
100073300753980 73300753980
101073298371058 73298371058
102073296206016 73296206016
103073294258039 73294258039
104073292526387 73292526387
105073291010391 73291010391
106073289709459 73289709459
107073288623072 73288623072
108073287750786 73287750786
109073287092234 73287092234
110073286647121 73286647121
111073286415232 73286415232
112073286396423 73286396423
113073286590629 73286590629
114073286997861 73286997861
115073287618202 73287618202
116073288451813 73288451813
117073289498930 73289498930
118073290759866 73290759866
119073292235004 73292235004
