Outputting to ../data/logout.400pktps.10ms.254rwnd
3908431.167753 3908431.167753 -4165161.775235
3908431.167753 3908431.167753 -4165161.775235
3908431.167753 3908431.167753 -4165161.775235
3908431.167753 3908431.167753 -4165161.775235
3908431.167753 3908431.167753 -4165161.775235
3908431.167753 3908431.167753 -4165161.775235
3908431.167753 3908431.167753 -4165161.775235
3908431.167753 3908431.167753 -4165161.775235
3908431.167753 3908431.167753 -4165161.775235
3908431.167753 3908431.167753 -4165161.775235
3908431.167753 3908431.167753 -4165161.775235
3908431.167753 3908431.167753 -4165161.775235
3908431.167753 3908431.167753 -4165161.775235
3908431.167753 3908431.167753 -4165161.775235
3908431.167753 3908431.167753 -4165161.775235
3908431.167753 3908431.167753 -4165161.775235
3908431.167753 3908431.167753 -4165161.775235
3908431.167753 3908431.167753 -4165161.775235
3908431.167753 3908431.167753 -4165161.775235
3908431.167753 3908431.167753 -4165161.775235
3908431.167753 3908431.167753 -4165161.775235
3908431.167753 3908431.167753 -4165161.775235
3908431.167753 3908431.167753 -4165161.775235
3908431.167753 3908431.167753 -4165161.775235
3908431.167753 3908431.167753 -4165161.775235
3908431.167753 3908431.167753 -4165161.775235
3908431.167753 3908431.167753 -4165161.775235
3908431.167753 3908431.167753 -4165161.775235
3908431.167753 3908431.167753 -4165161.775235
3908431.167753 3908431.167753 -4165161.775235
3908431.167753 3908431.167753 -4165161.775235
3908431.167753 3908431.167753 -4165161.775235
3908431.167753 3908431.167753 -4165161.775235
